Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People
Costa Rica,2000,20.612,3.945,2.481,79.969,75.264,77.55912195,2.401199936,3841734,138178.0,3.596761254
Euro area,2000,10.47487805,9.727909922,1.434711608,81.44845475,74.89648961,78.08944372,0.281537047,316375290,120242761.0,38.02007427
Ireland,2000,14.4,8.7,1.9,78.9,73.4,76.08292683,1.127299556,3754786,1677000.0,44.70952009
Pakistan,2000,32.273,8.223,4.669,64.408,62.855,63.61256098,2.478242822,140580398,265614.0,0.188940993
Nigeria,2000,42.978,17.774,6.125,47.065,45.85,46.44268293,2.505011661,119831888,25000.0,0.02086256
Lower middle income,2000,27.20306909,9.144023922,3.446025485,64.22475153,60.88308459,62.49584945,1.755662306,2054186416,11522012.0,0.561312254
Ecuador,2000,25.654,5.148,3.113,75.854,70.231,72.97392683,2.010314624,12286995,383185.0,3.118622576
Australia,2000,13.1,6.8,1.755,81.8,76.2,78.93170732,1.142505187,18926000,6315000.0,33.18891382
Algeria,2000,20.184,5.265,2.634,70.331,67.211,68.73295122,1.468251837,31276295,72000.0,0.230206295
Chile,2000,17.207,5.15,2.135,79.448,73.431,76.36612195,1.27318847,15265536,2260687.0,14.80909023
Puerto Rico,2000,15.6,7.7,1.97425,79.973,71.008,75.38117073,0.500714523,3800081,813800.0,21.48996378
Belize,2000,29.746,5.565,3.696,73.818,66.962,70.30639024,2.966451817,231860,6591.0,2.842663676
Fragile and conflict affected situations,2000,38.04346304,12.32576322,5.266695144,57.55971856,54.76039301,56.18355405,2.285297553,322524020,672644.0,0.212199658
Sierra Leone,2000,43.857,25.026,5.985,38.227,36.716,37.45307317,1.716041185,4030443,0.0,0.0
East Asia & Pacific (developing only),2000,16.82224838,6.564124025,1.842964255,72.38032624,68.61903859,70.44091546,1.077878232,1794094115,54209014.0,2.983700859
Denmark,2000,12.4,11.1,1.73,78.8,74.0,76.34146341,0.330886246,5321799,2628585.0,49.41497271
Philippines,2000,29.858,6.149,3.852,69.818,63.629,66.64802439,2.16064059,76018006,2849980.0,3.749085447
Portugal,2000,11.4,10.6,1.5,79.6,72.5,75.96341463,0.565630442,10217828,4671458.0,45.51511117
Morocco,2000,22.653,6.069,2.797,69.639,66.311,67.93441463,1.279081622,28374203,369174.0,1.30109029
Namibia,2000,32.238,10.722,4.134,58.246,54.133,56.13934146,2.587093149,1857149,30000.0,1.615379272
French Polynesia,2000,20.465,4.835,2.52,74.891,69.429,72.09339024,1.983868626,232956,21929.0,9.413365614
Guinea-Bissau,2000,41.91,14.994,5.929,52.594,50.049,51.29046341,2.207514883,1245530,0.0,0.0
Kiribati,2000,29.741,7.329,4.006,67.194,61.42,64.23658537,1.684106843,81377,200.0,0.245769689
Switzerland,2000,10.3,8.3,1.48,82.5,76.8,79.5804878,0.476919931,7143991,3057509.0,42.84137752
Grenada,2000,19.818,8.244,2.666,72.426,67.776,70.04429268,0.137119429,101441,2012.0,1.983418933
Chad,2000,51.152,18.374,7.384,47.595,45.687,46.61773171,3.543057586,8002899,0.0,0.0
Uruguay,2000,16.624,9.432,2.267,78.284,70.786,74.44356098,0.521381106,3308884,319131.0,9.644671738
Equatorial Guinea,2000,40.268,17.566,5.814,49.164,46.379,47.73753659,3.161348759,502169,600.0,0.119481688
"Korea, Rep.",2000,13.0,5.2,1.41,79.22,71.71,75.37341463,0.710794593,46616677,23442724.0,51.2497731
Djibouti,2000,30.931,10.298,4.607,58.621,55.42,56.98146341,1.662012762,711652,280.0,0.039345073
Antigua and Barbuda,2000,20.351,6.919,2.316,75.747,70.747,73.18602439,2.442765907,76041,8500.0,11.17818019
Low income,2000,37.26557895,12.54183369,4.969256701,56.30971597,54.33279457,55.28349322,2.382610462,621954654,759266.0,0.122077389
High income,2000,11.77041512,9.315880046,1.61853756,79.49097591,72.69358089,75.98535603,0.525941022,1204575542,376438660.0,31.27443716
Burundi,2000,42.77,16.085,7.112,49.16,46.725,47.91280488,1.50239743,6545273,800.0,0.012222561
Least developed countries: UN classification,2000,38.67455683,12.73644708,5.243716318,55.95197039,54.12671494,55.00627238,2.494069101,646993433,768181.0,0.11890128
Cyprus,2000,13.758,6.858,1.781,79.967,75.81,77.83780488,1.9035977,925491,151649.0,16.38578873
Barbados,2000,13.613,9.887,1.756,75.213,70.548,72.82360976,0.319795604,266220,20309.0,7.628652994
Qatar,2000,19.804,2.02,3.334,77.487,75.925,76.68695122,3.882460527,572155,84365.0,14.74513025
Italy,2000,9.4,9.8,1.23,82.6,76.4,79.42439024,0.016820844,56916317,30296000.0,53.2698128
Sudan,2000,40.044,10.698,5.52,59.537,55.854,57.65058537,2.21826341,27085465,13000.0,0.038958687
Sub-Saharan Africa (developing only),2000,41.8167137,15.33762677,5.825884137,51.14580598,49.05232566,50.0697753,2.692571103,646291530,6466258.0,0.998674223
Singapore,2000,12.8,4.5,1.475,79.6,75.6,77.55121951,0.798898478,3958700,1630800.0,42.66178346
Malta,2000,11.6,8.1,1.77,79.4,75.3,77.3,0.487267042,379360,37541.0,9.253024283
Netherlands,2000,12.7,8.9,1.65,80.5,75.3,77.83658537,0.665493187,15812088,6745460.0,42.76652187
Suriname,2000,22.975,7.487,2.759,71.415,64.526,67.8864878,1.377280053,460215,17500.0,3.802570538
"Iran, Islamic Rep.",2000,19.325,5.289,2.337,70.113,68.394,69.23253659,1.781703565,64858754,490478.0,0.756224827
Israel,2000,21.5,6.1,2.965,80.4,77.0,78.65853659,2.546433887,6125000,2880000.0,48.88595196
Malaysia,2000,23.707,4.431,2.961,74.728,70.698,72.66385366,2.39117598,22896048,2990000.0,13.05902224
Iceland,2000,14.8,6.9,1.99,81.4,77.4,79.35121951,1.209238786,277381,172614.0,62.00750065
Zambia,2000,45.527,20.241,6.098,41.536,41.006,41.26453659,2.695745003,9839179,28190.0,0.286507645
Sub-Saharan Africa (all income levels),2000,41.81551128,15.33935687,5.825874994,51.14430756,49.05019493,50.06796433,2.692972243,646793699,6466858.0,0.997992876
Senegal,2000,40.153,10.95,5.645,59.115,55.978,57.5082439,2.428581808,9618564,87879.0,0.9136395
Papua New Guinea,2000,35.32,9.294,4.557,60.758,56.32,58.48487805,2.637542425,5240941,7059.0,0.134689553
Malawi,2000,45.95,17.929,6.317,46.421,45.537,45.96821951,2.878922415,11012707,22500.0,0.20430944
Zimbabwe,2000,32.33,16.365,4.112,45.094,44.767,44.9265122,1.261295412,12384727,174000.0,1.404956282
Jordan,2000,31.585,4.217,4.155,73.071,70.209,71.60509756,1.810784549,4681000,118417.0,2.519897737
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritania,2000,38.392,9.814,5.442,61.099,58.135,59.58085366,2.991003654,2627739,0.0,0.0
Small states,2000,28.99776181,10.11600158,3.758593816,62.8185429,58.78616412,60.76683281,1.496326496,24253550,582400.0,2.559028694
New Caledonia,2000,21.35,5.2,2.653333333,77.0,70.9,73.87560976,2.034767242,209214,25450.0,12.35454885
Trinidad and Tobago,2000,14.784,7.976,1.772,72.287,64.994,68.55156098,0.177025162,1264781,38659.0,3.056576593
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Honduras,2000,32.334,5.447,4.116,72.706,67.889,70.2387561,2.105270896,6107385,78588.0,1.286770033
Myanmar,2000,21.448,8.902,2.508,63.864,59.664,61.71278049,1.269195181,47925630,11389.0,0.023763903
Mexico,2000,24.665,4.66,2.712,76.471,71.658,74.00580488,1.613777992,102316781,7731635.0,7.556565917
Tunisia,2000,16.9,5.6,2.09,74.6,70.5,72.5,1.305023524,9455900,55258.0,0.584649115
Nicaragua,2000,28.747,5.346,3.384,71.919,66.57,69.17926829,1.682217698,5021079,44229.0,0.880866443
"Congo, Dem. Rep.",2000,47.905,18.936,7.143,47.552,44.743,46.1132439,2.043348102,45889100,12000.0,0.026150001
Comoros,2000,38.734,10.599,5.306,59.3,56.069,57.64509756,2.536620085,515028,0.0,0.0
United Kingdom,2000,11.9,10.8,1.68,79.9,75.0,77.3902439,0.333405882,58682466,27185000.0,46.28415293
"Gambia, The",2000,45.506,12.396,5.944,56.159,53.592,54.84419512,2.879964253,1193143,5307.0,0.444791613
High income: nonOECD,2000,11.46947592,11.52101975,1.545904282,73.56823395,63.55101531,69.06855563,0.238493287,231248517,23827626.0,10.33256732
Greece,2000,9.2,9.5,1.24,80.6,75.5,77.98780488,0.439278596,10882580,3904000.0,35.66038018
Paraguay,2000,28.511,5.845,3.758,72.079,67.654,69.81253659,2.113617107,5240321,435611.0,8.312677792
Botswana,2000,27.968,12.581,3.519,53.454,50.112,51.7422439,1.918426373,1724924,92000.0,5.33356832
Heavily indebted poor countries (HIPC),2000,43.31392371,14.66361238,6.150566129,52.48679542,50.35049463,51.39041457,2.724979898,460056745,1319083.0,0.282858668
Canada,2001,10.9,7.1,1.49,81.9,76.7,79.23658537,0.882998577,30769700,8727000.0,28.42909462
Sao Tome and Principe,2001,36.408,8.639,4.687,65.139,61.534,63.29253659,1.468107171,139428,0.0,0.0
Lao PDR,2001,30.921,8.435,4.19,62.927,60.423,61.64446341,1.686946208,5388281,12681.0,0.235344074
Arab World,2001,28.3648087,6.54922937,3.816890699,69.4990044,65.94033152,67.67006183,2.077298789,277561423,9035241.0,3.178495929
Latin America & Caribbean (all income levels),2001,22.60904247,6.015397836,2.645630989,74.91587152,68.49484139,71.62804901,1.489131549,525299778,63763645.0,12.14390138
Cambodia,2001,27.545,8.533,3.75,64.627,59.278,61.88726829,2.170207428,12222871,130547.0,1.068055124
Ethiopia,2001,43.6,13.876,6.529,53.18,51.347,52.24114634,2.865871019,66024199,17757.0,0.026894684
Aruba,2001,14.187,6.97,1.874,76.257,71.305,73.72060976,2.061653566,90858,15000.0,16.50927821
Sri Lanka,2001,18.472,6.969,2.237,74.995,67.502,71.15712195,0.2411029,19102000,430202.0,2.282674554
Swaziland,2001,32.526,14.076,4.209,49.228,48.127,48.66407317,1.473983841,1063715,33000.0,3.102334742
South Asia,2001,26.72251605,8.669487317,3.329581565,63.7618726,61.60787229,62.65774191,1.773378551,1382195669,4610654.0,0.33363632
Argentina,2001,18.757,7.813,2.477,77.54,70.132,73.74565854,1.058363374,36903067,6487950.0,17.58105905
Bolivia,2001,31.445,8.436,4.14,65.05,60.959,62.95460976,2.05580197,8495271,582620.0,6.858168503
"Bahamas, The",2001,17.617,5.607,2.071,75.476,69.186,72.25429268,1.460442973,297759,31524.0,10.58708553
Burkina Faso,2001,46.245,15.469,6.592,51.816,49.213,50.4827561,2.848629694,11607944,25245.0,0.217480374
Bahrain,2001,21.228,2.801,2.765,75.503,73.719,74.5892439,4.17521717,668239,205727.0,30.78644018
Saudi Arabia,2001,27.112,4.026,3.99,74.452,70.865,72.6147561,2.63507445,20144584,1375881.0,6.830029352
Middle East & North Africa (all income levels),2001,24.56326034,5.665144358,3.205373526,71.35921844,68.06299133,69.6659273,1.926258191,311791217,14393980.0,4.616647347
Guatemala,2001,36.63,6.434,4.801,71.386,64.27,67.74121951,2.368654612,11204183,856831.0,7.647420611
Guinea,2001,42.094,15.214,5.939,51.274,51.227,51.24992683,1.674296026,8746128,42112.0,0.481493068
World,2001,21.41018601,8.578187443,2.645004902,69.87401523,65.61051768,67.69430412,1.310865586,6102001950,738151139.0,12.07503129
St. Lucia,2001,19.553,7.381,2.313,73.333,69.605,71.42353659,1.202493802,156949,2500.0,1.592874118
"Congo, Rep.",2001,39.179,13.717,5.134,53.397,51.259,52.30192683,2.650119891,3126204,70000.0,2.239137305
Spain,2001,9.9,9.0,1.23,82.5,75.6,78.96585366,0.840384465,40263216,24265059.0,60.23673164
Liberia,2001,42.765,14.167,5.88,53.097,51.754,52.40912195,5.333901292,2891968,1500.0,0.051867794
Maldives,2001,24.528,5.109,3.271,70.297,68.666,69.46160976,1.958222591,272745,7638.0,2.800417973
East Asia & Pacific (all income levels),2001,15.71030933,6.565114776,1.786888718,73.84925374,69.79698435,71.80956448,0.951979827,2043379556,234861217.0,11.39396848
Oman,2001,23.913,3.485,3.72,74.453,70.36,72.35658537,0.927787903,2192535,162000.0,7.388707592
Tanzania,2001,41.691,14.44,5.689,50.643,49.332,49.9715122,2.49231376,34020512,110518.0,0.324856957
Cabo Verde,2001,28.819,6.141,3.701,73.718,65.661,69.5912439,1.884166285,442426,19729.0,4.459276806
Gabon,2001,33.73,11.083,4.6,60.926,58.509,59.68802439,2.445602808,1225527,120000.0,9.791705935
European Union,2001,10.57840626,9.985399957,1.465936769,80.48209697,73.99620584,77.15598372,0.163327725,487975692,261258189.0,53.57287113
Jamaica,2001,20.7,6.3,2.603,73.462,67.623,70.47129268,0.584856106,2589389,366952.0,14.21072341
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
United Arab Emirates,2001,16.738,1.896,2.644,75.49,73.373,74.40568293,4.483994393,3026352,1428115.0,47.18932233
Guam,2001,21.936,4.547,2.824,77.533,72.779,75.09802439,0.890464014,155328,27200.0,17.51133086
India,2001,25.622,8.898,3.145,63.365,61.016,62.16185366,1.66861544,1042261758,3577095.0,0.343205051
Madagascar,2001,41.123,10.206,5.548,59.699,57.305,58.47280488,3.109124159,15744811,63094.0,0.40072885
Lesotho,2001,31.459,16.497,4.089,47.646,46.742,47.18297561,0.899071924,1856225,21600.0,1.163652036
OECD members,2001,13.54446413,8.242159654,1.80557569,80.16395445,74.13707012,77.07646734,0.713209205,1156313649,523730177.0,45.2999044
Pacific island small states,2001,28.9834957,6.5126463,3.841883623,68.8783933,64.70211626,66.73601286,1.157101604,1952589,60000.0,3.103317187
Turkey,2001,21.456,6.396,2.454,73.784,66.393,69.99836585,1.484187502,63174483,16133405.0,25.53785046
Virgin Islands (U.S.),2001,14.4,6.0,2.0553,80.0,73.4,76.6195122,0.039588465,108639,35000.0,32.25479444
"Venezuela, RB",2001,23.593,4.976,2.822,75.462,69.57,72.44414634,1.913301626,24407553,5447172.0,22.31756703
Bangladesh,2001,27.028,7.239,3.12,65.562,65.089,65.31973171,1.842202804,132383265,279000.0,0.210751714
Solomon Islands,2001,35.607,7.671,4.72,64.108,61.626,62.83673171,2.70719616,412336,1151.0,0.279141283
Lebanon,2001,18.535,5.516,2.226,76.057,72.804,74.39082927,2.461730742,3235380,743000.0,22.96484493
Mongolia,2001,19.333,7.686,2.144,65.897,60.092,62.92370732,0.891395546,2397473,154600.0,6.448456354
France,2001,13.3,8.9,1.89,83.0,75.3,79.05609756,0.684623197,60911057,29052360.0,49.06407866
Syrian Arab Republic,2001,30.471,3.661,3.958,74.914,71.822,73.33029268,2.320049506,16371208,30000.0,0.183248542
Rwanda,2001,40.983,13.709,5.897,48.539,46.789,47.64265854,6.680748507,8395577,39000.0,0.464530312
Somalia,2001,48.668,15.608,7.61,52.484,49.349,50.87826829,3.252860332,7385416,80000.0,1.083215895
Peru,2001,24.114,5.769,2.929,73.175,67.963,70.50543902,1.505884838,26000080,1273857.0,4.899434925
Vanuatu,2001,32.443,6.227,4.368,69.319,65.875,67.555,2.026248077,185058,365.0,0.197235461
Cote d'Ivoire,2001,38.341,17.179,5.375,47.046,45.89,46.45390244,2.061125938,16131332,472952.0,2.93188436
Benin,2001,42.707,12.37,5.975,57.173,53.298,55.1882439,3.051766146,6949366,55476.0,0.79828865
Other small states,2001,32.08040217,11.84028869,4.23575567,57.85433381,54.88535859,56.33131138,1.794113755,16222082,722948.0,4.899942484
Cuba,2001,13.044,7.097,1.626,78.666,74.767,76.66895122,0.331259355,11138416,6536.0,0.058679798
Cameroon,2001,41.203,13.95,5.621,52.991,50.931,51.93587805,2.634007309,15927713,103279.0,0.648423286
Low & middle income,2001,23.76075351,8.399084045,2.881729297,67.41026195,63.91072216,65.60013751,1.511002031,4891279561,209814337.0,4.279393724
Togo,2001,38.917,12.591,5.288,54.371,52.759,53.54534146,2.577334371,4864753,50000.0,1.027801412
China,2001,14.03,6.45,1.51,73.622,70.73,72.14073171,0.787956593,1262645000,85260000.0,6.658707962
Dominican Republic,2001,24.982,5.97,2.892,73.752,67.662,70.63273171,1.576876592,8663421,705431.0,8.142637879
Germany,2001,9.3,10.2,1.38,81.0,75.0,77.92682927,0.1354316,82211508,48202000.0,57.71833398
Ghana,2001,34.596,10.652,4.669,57.782,56.231,56.98758537,2.369043149,18825034,130045.0,0.690808845
Tonga,2001,28.347,6.257,4.25,72.8,68.818,70.76043902,0.516839329,97962,180.0,0.183744717
Indonesia,2001,21.521,6.786,2.484,69.3,65.3,67.25121951,1.44228644,208938698,3669327.0,1.756173957
Latin America & Caribbean (developing only),2001,22.91861032,6.002737114,2.67307503,74.69738318,68.28783427,71.41538546,1.519398065,500304988,58327483.0,11.65855235
Colombia,2001,22.897,5.659,2.64,74.821,67.336,70.98721951,1.677914737,39897984,2256801.0,5.656428656
Libya,2001,22.395,4.446,3.052,73.658,70.355,71.96621951,1.621322784,5176185,40000.0,0.772769907
Finland,2001,11.0,9.5,1.73,81.0,74.1,77.46585366,0.207606515,5176209,3728625.0,72.03009689
Central African Republic,2001,39.401,19.565,5.446,45.359,42.105,43.69231707,1.908896382,3638316,4967.0,0.136519203
North America,2001,14.05574542,8.542569468,1.999504963,79.55366774,74.35770406,76.89243196,1.096076771,312993944,118218031.0,37.48732685
Vietnam,2001,17.306,5.398,1.983,78.477,69.016,73.63112195,1.341154893,77630900,788559.0,0.974879067
Kenya,2001,38.532,12.25,5.012,53.906,51.825,52.84012195,2.611564808,31285050,127404.0,0.407236044
"Korea, Dem. Rep.",2001,17.904,9.098,1.991,68.97,61.185,64.98256098,0.872751205,22840225,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritius,2001,17.0,6.7,1.99,75.3,68.2,71.66341463,0.982676166,1186873,180000.0,15.1880406
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Angola,2001,50.477,19.408,6.844,46.621,43.856,45.20478049,3.020501208,13924930,25806.0,0.185322296
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
"Egypt, Arab Rep.",2001,24.764,6.909,3.306,71.059,66.241,68.5912439,1.583174776,66136590,1359900.0,2.056199148
South Africa,2001,24.059,11.665,2.866,58.047,53.732,55.83687805,2.477052188,44000000,8339000.0,18.59462788
St. Vincent and the Grenadines,2001,19.902,7.329,2.379,73.035,68.248,70.58312195,0.016683969,107897,2361.0,2.188198004
Fiji,2001,24.803,6.076,3.09,70.153,65.18,67.60585366,0.591906351,811647,55057.0,6.783367646
Caribbean small states,2001,19.58351964,7.250229649,2.389049289,72.59062929,66.23206527,69.33634768,0.692846721,6431380,720054.0,11.20844431
Brunei Darussalam,2001,22.843,2.836,2.401,77.986,74.169,76.03095122,2.224677381,331801,95000.0,28.63161956
Middle income,2001,21.79791173,7.815478302,2.606850514,69.04910901,65.26360689,67.08929705,1.384563995,4254621165,208147701.0,4.87894935
Austria,2001,9.6,9.5,1.36,81.1,75.1,78.02682927,0.240466652,8011566,6117000.0,76.26932886
High income: OECD,2001,11.95011187,8.692406269,1.665186942,80.99120009,74.94306889,77.89225029,0.588452067,979054588,490442613.0,50.10306466
Mozambique,2001,44.284,17.031,5.782,48.962,45.962,47.42541463,2.647599935,18275618,51065.0,0.279415996
Uganda,2001,48.252,15.628,6.865,48.472,47.764,48.10936585,3.214113862,24275641,126913.0,0.522799789
Japan,2001,9.4,7.7,1.359,84.6,77.72,81.07609756,0.17355637,126870000,66784374.0,53.12376978
Niger,2001,53.141,16.807,7.725,50.668,50.742,50.70590244,3.646801486,10989815,2056.0,0.018708231
United States,2001,14.4,8.7,2.056,79.3,74.1,76.63658537,1.112768997,282162411,109478031.0,38.46809105
Afghanistan,2001,49.999,12.307,7.733,56.001,53.751,54.84856098,2.998019319,20595360,0.0,0.0
Kuwait,2001,23.854,3.133,2.869,74.291,72.464,73.35521951,4.716825089,1906231,476000.0,24.97074069
Panama,2001,23.902,4.782,2.821,77.715,72.642,75.11663415,2.021298223,3054812,410401.0,13.4345747
Mali,2001,48.119,17.723,6.836,48.741,49.355,49.0554878,2.799576152,10260577,10398.0,0.10133933
Costa Rica,2001,20.082,3.946,2.414,80.15,75.434,77.7344878,2.26107586,3929588,211614.0,5.385144702
Euro area,2001,10.63615119,9.594366748,1.473870756,81.6658285,75.17928725,78.34038033,0.389670445,317608111,189107049.0,59.59537115
Ireland,2001,14.4,8.2,1.89,79.2,74.0,76.53658537,1.333042666,3805174,2461000.0,64.69946298
Pakistan,2001,31.192,8.031,4.474,64.685,63.125,63.88597561,2.286649629,143832014,306493.0,0.213090946
Nigeria,2001,42.909,17.6,6.099,47.191,46.084,46.624,2.509180608,122876727,30000.0,0.024414713
Lower middle income,2001,26.82818473,9.043285143,3.382277401,64.54838871,61.14450003,62.78826612,1.716099022,2089438289,24966612.0,1.194070643
Ecuador,2001,25.316,5.075,3.068,76.282,70.571,73.35685366,1.983072133,12533087,482213.0,3.847519769
Australia,2001,13.0,6.7,1.756,82.0,76.6,79.23414634,1.192272323,19153000,8562000.0,44.45626668
Algeria,2001,19.595,5.252,2.514,70.539,67.398,68.93019512,1.40695635,31719449,86000.0,0.27112703
Chile,2001,16.683,5.099,2.087,79.843,73.821,76.75856098,1.229614328,15454402,3401525.0,22.01007195
Puerto Rico,2001,15.59,7.48,2.0485,80.92,72.66,76.68926829,0.276558689,3810605,1318099.0,34.71439546
Belize,2001,29.15,5.487,3.594,74.107,67.141,70.53904878,2.859609109,238586,16812.0,7.046515722
Fragile and conflict affected situations,2001,37.70020733,12.18645244,5.191428252,57.75528378,54.97276052,56.3884143,2.343054325,330080933,1293911.0,0.394948989
Sierra Leone,2001,43.756,24.337,5.92,38.842,37.416,38.11160976,2.676079499,4139757,11940.0,0.288422726
East Asia & Pacific (developing only),2001,16.30412037,6.542474585,1.824042281,72.74991447,69.07540878,70.85422849,1.007819648,1812175348,104731770.0,5.715729062
Denmark,2001,12.6,10.9,1.77,79.0,74.3,76.59268293,0.334233619,5339616,3363552.0,63.00812452
Philippines,2001,29.587,6.119,3.813,70.003,63.743,66.79665854,2.126511513,77651848,6454359.0,8.311919376
Portugal,2001,11.7,10.2,1.55,79.9,72.9,76.31463415,0.702859953,10289898,6664951.0,64.66938516
Morocco,2001,22.022,6.069,2.698,69.857,66.502,68.13858537,1.176939104,28710123,2342000.0,8.157401485
Namibia,2001,31.655,11.219,4.033,57.191,53.149,55.12070732,2.173342088,1897953,82000.0,4.320444184
French Polynesia,2001,19.961,4.811,2.463,75.285,69.75,72.45,1.833649476,237267,39900.0,16.81649787
Guinea-Bissau,2001,41.573,14.822,5.845,52.542,50.404,51.44692683,2.206023774,1273312,0.0,0.0
Kiribati,2001,28.758,7.129,3.881,67.548,61.805,64.60646341,1.719044555,82788,300.0,0.362371358
Switzerland,2001,10.9,8.7,1.5,82.6,76.9,79.6804878,0.561954617,7184250,4638519.0,64.73332728
Grenada,2001,19.399,8.192,2.582,72.642,67.978,70.25312195,0.176301748,101620,4300.0,4.231450502
Chad,2001,50.999,18.231,7.354,47.604,45.814,46.68717073,3.659032885,8301151,5500.0,0.066255872
Uruguay,2001,16.406,9.421,2.243,78.478,71.024,74.66009756,0.360709169,3320841,410787.0,12.36996893
Equatorial Guinea,2001,39.671,17.393,5.773,49.141,46.452,47.76370732,3.138402599,518179,5000.0,0.964917528
"Korea, Rep.",2001,13.3,5.2,1.467,79.6,72.25,75.83536585,0.836180864,47008111,26816398.0,58.32541383
Djibouti,2001,30.21,10.254,4.469,58.613,55.484,57.01034146,1.566388884,722887,230.0,0.031816868
Antigua and Barbuda,2001,20.24,6.817,2.316,75.947,70.969,73.39729268,2.091312416,77648,22000.0,28.3329899
Low income,2001,36.87732858,12.29899518,4.894426825,56.65543235,54.71525923,55.64898397,2.364118012,636658396,1666636.0,0.261778689
High income,2001,11.9102452,9.302054451,1.647762579,79.64182656,72.87759001,76.15788086,0.510291533,1210722389,528336802.0,43.65920394
Burundi,2001,42.497,15.788,7.057,49.446,47.029,48.20802439,1.951912255,6674286,16320.0,0.244520537
Least developed countries: UN classification,2001,38.24345113,12.44704636,5.15831791,56.36321295,54.54658278,55.42270768,2.48587129,663076857,1758210.0,0.265579314
Cyprus,2001,13.244,6.837,1.714,80.107,75.938,77.97165854,1.904617666,943287,218324.0,23.14502373
Barbados,2001,13.463,9.941,1.768,75.414,70.739,73.0194878,0.363698119,267190,28467.0,10.6542161
Qatar,2001,19.421,1.995,3.241,77.633,76.046,76.82014634,3.695241705,593693,120856.0,20.35664898
Italy,2001,9.5,9.8,1.26,82.8,76.9,79.77804878,0.045303631,56942108,42246000.0,74.13388725
Sudan,2001,39.762,10.511,5.444,59.889,56.158,57.978,2.351033794,27729798,23000.0,0.067275601
Sub-Saharan Africa (developing only),2001,41.58432453,15.17173077,5.773413178,51.23789742,49.25758862,50.2199646,2.698118603,663729242,11440272.0,1.721953848
Singapore,2001,11.8,3.9,1.4425,80.1,76.1,78.05121951,1.732945979,4027900,2747400.0,70.11912902
Malta,2001,11.5,7.7,1.7,80.3,76.2,78.2,0.526605513,381363,114444.0,28.08241867
Netherlands,2001,13.0,8.8,1.72,80.6,75.5,77.98780488,0.714770363,15925513,10755000.0,67.8126917
Suriname,2001,22.616,7.534,2.739,71.471,64.556,67.92917073,1.392431248,466668,41048.0,8.795974869
"Iran, Islamic Rep.",2001,18.672,5.258,2.193,70.607,68.656,69.60770732,1.609424601,65911052,962595.0,1.460445511
Israel,2001,21.7,6.0,2.95,80.9,77.1,78.95365854,2.642331913,6289000,4400000.0,73.16613652
Malaysia,2001,22.7,4.408,2.825,74.934,70.868,72.85141463,2.265810502,23420751,5121748.0,21.86841916
Iceland,2001,14.0,6.8,2.08,81.6,77.8,79.65365854,1.369192833,281205,214896.0,76.41724807
Zambia,2001,45.465,19.768,6.071,42.072,41.508,41.78312195,2.626027522,10100981,98853.0,0.978647519
Sub-Saharan Africa (all income levels),2001,41.58283195,15.17346358,5.773412857,51.23630484,49.25534129,50.21804824,2.698499077,664247421,11445272.0,1.72136386
Senegal,2001,39.961,10.767,5.561,59.401,56.225,57.77426829,2.496145691,9861679,250251.0,2.537610482
Papua New Guinea,2001,34.976,9.146,4.507,61.013,56.691,58.79929268,2.604343529,5379226,8560.0,0.1591307
Malawi,2001,45.296,17.646,6.254,46.361,45.723,46.03421951,2.765343161,11321496,49000.0,0.432804993
Zimbabwe,2001,32.134,16.955,4.069,43.901,43.942,43.922,0.955674173,12503652,266441.0,2.130905435
Jordan,2001,31.174,4.149,4.053,73.26,70.37,71.7797561,2.44789602,4797000,388949.0,8.158384017
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Mauritania,2001,38.131,9.753,5.381,61.209,58.21,59.67292683,3.012165505,2708095,15300.0,0.564972795
Small states,2001,28.60962198,10.24113372,3.69915852,62.50811385,58.60489385,60.5263437,1.453399605,24606051,1503002.0,6.50316922
New Caledonia,2001,21.4,5.1,2.63,78.3,71.7,74.9195122,1.901374378,213230,49948.0,23.78362935
Trinidad and Tobago,2001,14.716,8.072,1.753,72.38,64.996,68.59795122,0.252609836,1267980,161860.0,12.76518557
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Honduras,2001,31.628,5.379,3.996,72.956,68.13,70.48414634,2.076985636,6235561,155271.0,2.490088703
